Bill Date,Net Amount,day,month,year,Last Pay Mode
2019-12-14,2770,14,12,2019,CARD
2019-12-14,150,14,12,2019,CASH
2019-12-14,820,14,12,2019,CARD
2019-12-14,1490,14,12,2019,PREPAID
2019-12-14,332,14,12,2019,CASH
2019-12-14,4444,14,12,2019,CARD
2019-12-14,8,14,12,2019,TPA
2019-12-14,55,14,12,2019,CASH
2019-12-14,369,14,12,2019,CASH
2019-12-14,31,14,12,2019,CASH
2019-12-14,9,14,12,2019,CASH
2019-12-14,49,14,12,2019,CASH
2019-12-14,9,14,12,2019,CASH
2019-12-14,75,14,12,2019,CASH
2019-12-14,869,14,12,2019,
2019-12-14,9,14,12,2019,CASH
2019-12-14,222,14,12,2019,CASH
2019-12-14,35,14,12,2019,CASH
2019-12-14,738,14,12,2019,PREPAID
2019-12-14,1480,14,12,2019,PREPAID
2019-12-14,9577,14,12,2019,PREPAID
2019-12-14,1355,14,12,2019,PREPAID
2019-12-14,1391,14,12,2019,PREPAID
2019-12-14,417,14,12,2019,PREPAID
2019-12-14,72,14,12,2019,PREPAID
2019-12-14,5571,14,12,2019,
2019-12-14,80,14,12,2019,CASH
2019-12-14,133,14,12,2019,
2019-12-14,63,14,12,2019,TPA
2019-12-14,104,14,12,2019,CASH
2019-12-14,1513,14,12,2019,CASH
2019-12-14,130,14,12,2019,CASH
2019-12-14,104,14,12,2019,CASH
2019-12-14,330,14,12,2019,CASH
2019-12-14,2407,14,12,2019,CASH
2019-12-14,136,14,12,2019,TPA
2019-12-14,130,14,12,2019,TPA
2019-12-14,10,14,12,2019,TPA
2019-12-14,240,14,12,2019,TPA
2019-12-14,448,14,12,2019,TPA
2019-12-14,3,14,12,2019,TPA
2019-12-14,51,14,12,2019,CASH
2019-12-14,979,14,12,2019,CARD
2019-12-14,1283,14,12,2019,CARD
2019-12-14,60,14,12,2019,CARD
2019-12-14,80,14,12,2019,CARD
2019-12-14,104,14,12,2019,CASH
2019-12-14,140,14,12,2019,CARD
2019-12-14,224,14,12,2019,CASH
2019-12-14,35,14,12,2019,CASH
2019-12-14,6,14,12,2019,PREPAID
2019-12-14,64,14,12,2019,CARD
2019-12-14,40,14,12,2019,CASH
2019-12-14,7,14,12,2019,TPA
2019-12-14,31,14,12,2019,TPA
2019-12-14,7,14,12,2019,TPA
2019-12-14,193,14,12,2019,TPA
2019-12-14,6,14,12,2019,TPA
2019-12-14,16,14,12,2019,TPA
2019-12-14,6,14,12,2019,TPA
2019-12-14,189,14,12,2019,CASH
2019-12-14,19,14,12,2019,TPA
2019-12-14,101,14,12,2019,TPA
2019-12-14,50,14,12,2019,TPA
2019-12-14,100,14,12,2019,TPA
2019-12-14,7,14,12,2019,TPA
2019-12-14,478,14,12,2019,CASH
2019-12-14,772,14,12,2019,
2019-12-14,197,14,12,2019,CASH
2019-12-14,31,14,12,2019,TPA
2019-12-14,3318,14,12,2019,TPA
2019-12-14,340,14,12,2019,TPA
2019-12-14,391,14,12,2019,TPA
2019-12-14,96,14,12,2019,CARD
2019-12-14,2,14,12,2019,CARD
2019-12-14,8156,14,12,2019,PREPAID
2019-12-14,151,14,12,2019,PREPAID
2019-12-14,2127,14,12,2019,PREPAID
2019-12-14,192,14,12,2019,PREPAID
2019-12-14,9,14,12,2019,CARD
2019-12-14,9,14,12,2019,CARD
2019-12-14,49,14,12,2019,CARD
2019-12-14,18,14,12,2019,CARD
2019-12-14,49,14,12,2019,CARD
2019-12-14,541,14,12,2019,CASH
2019-12-14,521,14,12,2019,CARD
2019-12-14,49,14,12,2019,CASH
2019-12-14,13,14,12,2019,CARD
2019-12-14,9,14,12,2019,CARD
2019-12-14,115,14,12,2019,TPA
2019-12-14,16,14,12,2019,TPA
2019-12-14,846,14,12,2019,CARD
2019-12-14,455,14,12,2019,TPA
2019-12-14,119,14,12,2019,CARD
2019-12-14,60,14,12,2019,PREPAID
2019-12-14,274,14,12,2019,PREPAID
2019-12-14,88,14,12,2019,PREPAID
2019-12-14,109,14,12,2019,PREPAID
2019-12-14,282,14,12,2019,CARD
2019-12-14,201,14,12,2019,CARD
2019-12-14,188,14,12,2019,CARD
2019-12-14,19,14,12,2019,CARD
2019-12-14,80,14,12,2019,CARD
2019-12-14,315,14,12,2019,CARD
2019-12-14,830,14,12,2019,CASH
2019-12-14,80,14,12,2019,CARD
2019-12-14,11,14,12,2019,CARD
2019-12-14,182,14,12,2019,CASH
2019-12-14,215,14,12,2019,CARD
2019-12-14,57,14,12,2019,CASH
2019-12-14,1371,14,12,2019,CARD
2019-12-14,1518,14,12,2019,CASH
2019-12-14,163,14,12,2019,CASH
2019-12-14,480,14,12,2019,CASH
2019-12-14,175,14,12,2019,PREPAID
2019-12-14,384,14,12,2019,PREPAID
2019-12-14,704,14,12,2019,
2019-12-14,283,14,12,2019,CASH
2019-12-14,1945,14,12,2019,CARD
2019-12-14,21485,14,12,2019,CARD
2019-12-14,46898,14,12,2019,CASH
2019-12-14,14910,14,12,2019,CARD
2019-12-14,5705,14,12,2019,CASH
2019-12-14,38828,14,12,2019,TPA
2019-12-14,4,14,12,2019,PREPAID
2019-12-14,6,14,12,2019,PREPAID
2019-12-14,11,14,12,2019,PREPAID
2019-12-14,12640,14,12,2019,PREPAID
2019-12-14,26670,14,12,2019,CARD
2019-12-14,144199,14,12,2019,RTGS
2019-12-14,71066,14,12,2019,TPA
2019-12-14,12465,14,12,2019,CARD
2019-12-14,452,14,12,2019,PREPAID
2019-12-14,594,14,12,2019,PREPAID
2019-12-14,360,14,12,2019,PREPAID
2019-12-14,147,14,12,2019,PREPAID
2019-12-14,55698,14,12,2019,PREPAID
2019-12-14,113,14,12,2019,CASH
2019-12-14,830,14,12,2019,CASH
2019-12-14,4,14,12,2019,CASH
2019-12-14,60,14,12,2019,CASH
2019-12-14,798,14,12,2019,
2019-12-14,580,14,12,2019,CARD
2019-12-14,5,14,12,2019,CASH
2019-12-14,358,14,12,2019,CASH
2019-12-14,718,14,12,2019,CASH
2019-12-14,46,14,12,2019,CASH
2019-12-14,1211,14,12,2019,
2019-12-14,197,14,12,2019,CARD
2019-12-13,650,13,12,2019,TPA
2019-12-13,4950,13,12,2019,CARD
2019-12-13,1300,13,12,2019,CARD
2019-12-13,950,13,12,2019,CARD
2019-12-13,1214,13,12,2019,CASH
2019-12-13,193,13,12,2019,CASH
2019-12-13,6,13,12,2019,CASH
2019-12-13,532,13,12,2019,CASH
2019-12-13,3226,13,12,2019,CASH
2019-12-13,400,13,12,2019,
2019-12-13,125,13,12,2019,PREPAID
2019-12-13,469,13,12,2019,CASH
2019-12-13,9,13,12,2019,PREPAID
2019-12-13,3,13,12,2019,PREPAID
2019-12-13,20,13,12,2019,PREPAID
2019-12-13,351,13,12,2019,CASH
2019-12-13,2266,13,12,2019,TPA
2019-12-13,20,13,12,2019,PREPAID
2019-12-13,330,13,12,2019,CASH
2019-12-13,521,13,12,2019,TPA
2019-12-13,2650,13,12,2019,CARD
2019-12-13,950,13,12,2019,CASH
2019-12-13,650,13,12,2019,CASH
2019-12-13,650,13,12,2019,CASH
2019-12-13,650,13,12,2019,CARD
2019-12-13,490,13,12,2019,CARD
2019-12-13,991,13,12,2019,CARD
2019-12-13,348,13,12,2019,CARD
2019-12-13,900,13,12,2019,CARD
2019-12-13,800,13,12,2019,CASH
2019-12-13,330,13,12,2019,PREPAID
2019-12-13,49,13,12,2019,PREPAID
2019-12-13,61,13,12,2019,CASH
2019-12-13,197,13,12,2019,CASH
2019-12-13,509,13,12,2019,CASH
2019-12-13,453,13,12,2019,PREPAID
2019-12-13,6,13,12,2019,PREPAID
2019-12-13,150,13,12,2019,CASH
2019-12-13,469,13,12,2019,CASH
2019-12-13,74,13,12,2019,CASH
2019-12-13,16,13,12,2019,CARD
2019-12-13,60,13,12,2019,CARD
2019-12-13,746,13,12,2019,CARD
2019-12-13,1200,13,12,2019,CASH
2019-12-13,1000,13,12,2019,CARD
2019-12-13,2600,13,12,2019,CASH
2019-12-13,125,13,12,2019,CASH
2019-12-13,148,13,12,2019,CASH
2019-12-13,950,13,12,2019,CASH
2019-12-13,869,13,12,2019,
2019-12-13,10,13,12,2019,CASH
2019-12-13,1350,13,12,2019,CARD
2019-12-13,686,13,12,2019,CARD
2019-12-13,9,13,12,2019,CASH
2019-12-13,193,13,12,2019,PREPAID
2019-12-13,49,13,12,2019,CASH
2019-12-13,6,13,12,2019,PREPAID
2019-12-13,55,13,12,2019,CASH
2019-12-13,280,13,12,2019,CASH
2019-12-13,2044,13,12,2019,PREPAID
2019-12-13,4,13,12,2019,CASH
2019-12-13,215,13,12,2019,CASH
2019-12-13,1722,13,12,2019,CASH
2019-12-13,147,13,12,2019,CASH
2019-12-13,51,13,12,2019,CARD
2019-12-13,4,13,12,2019,TPA
2019-12-13,6,13,12,2019,TPA
2019-12-13,23,13,12,2019,TPA
2019-12-13,500,13,12,2019,CASH
2019-12-13,910,13,12,2019,
2019-12-13,282,13,12,2019,CASH
2019-12-13,265,13,12,2019,CARD
2019-12-13,7,13,12,2019,TPA
2019-12-13,1105,13,12,2019,CARD
2019-12-13,202,13,12,2019,TPA
2019-12-13,73,13,12,2019,TPA
2019-12-13,73,13,12,2019,TPA
2019-12-13,50,13,12,2019,CASH
2019-12-13,514,13,12,2019,CASH
2019-12-13,1238,13,12,2019,
2019-12-13,1081,13,12,2019,
2019-12-13,2374,13,12,2019,CARD
2019-12-13,217,13,12,2019,CARD
2019-12-13,681,13,12,2019,CARD
2019-12-13,150,13,12,2019,CARD
2019-12-13,1400,13,12,2019,CASH
2019-12-13,1230,13,12,2019,CARD
2019-12-13,466,13,12,2019,CASH
2019-12-13,268,13,12,2019,CASH
2019-12-13,31,13,12,2019,CASH
2019-12-13,215,13,12,2019,CASH
2019-12-13,931,13,12,2019,CARD
2019-12-13,404,13,12,2019,CARD
2019-12-13,18,13,12,2019,PREPAID
2019-12-13,328,13,12,2019,CASH
2019-12-13,57,13,12,2019,CARD
2019-12-13,309,13,12,2019,CASH
2019-12-13,330,13,12,2019,TPA
2019-12-13,50,13,12,2019,TPA
2019-12-13,144,13,12,2019,CASH
2019-12-13,460,13,12,2019,TPA
2019-12-13,89,13,12,2019,CASH
2019-12-13,6,13,12,2019,TPA
2019-12-13,594,13,12,2019,CASH
2019-12-13,1400,13,12,2019,CASH
2019-12-13,1722,13,12,2019,CASH
2019-12-13,1004,13,12,2019,CARD
2019-12-13,105,13,12,2019,CASH
2019-12-13,426,13,12,2019,TPA
2019-12-13,2539,13,12,2019,TPA
2019-12-13,150,13,12,2019,TPA
2019-12-13,926,13,12,2019,TPA
2019-12-13,253,13,12,2019,TPA
2019-12-13,172,13,12,2019,TPA
2019-12-13,189,13,12,2019,CASH
2019-12-13,1400,13,12,2019,
2019-12-13,450,13,12,2019,CARD
2019-12-13,550,13,12,2019,CASH
2019-12-13,1400,13,12,2019,PREPAID
2019-12-13,1897,13,12,2019,CARD
2019-12-13,454,13,12,2019,CASH
2019-12-13,325,13,12,2019,CARD
2019-12-13,6,13,12,2019,CASH
2019-12-13,1400,13,12,2019,
2019-12-13,130,13,12,2019,CASH
2019-12-13,535,13,12,2019,CARD
2019-12-13,1400,13,12,2019,
2019-12-13,3110,13,12,2019,CASH
2019-12-13,1400,13,12,2019,
2019-12-13,9000,13,12,2019,CASH
2019-12-13,68,13,12,2019,CASH
2019-12-13,1400,13,12,2019,
2019-12-13,60,13,12,2019,CASH
2019-12-13,135,13,12,2019,CASH
2019-12-13,150,13,12,2019,CARD
2019-12-13,462,13,12,2019,CARD
2019-12-13,850,13,12,2019,CASH
2019-12-13,1400,13,12,2019,
2019-12-13,248,13,12,2019,CARD
2019-12-13,509,13,12,2019,CASH
2019-12-13,493,13,12,2019,CASH
2019-12-13,515,13,12,2019,CASH
2019-12-13,3110,13,12,2019,CASH
2019-12-13,9000,13,12,2019,CASH
2019-12-13,195,13,12,2019,CARD
2019-12-13,60,13,12,2019,CARD
2019-12-13,1650,13,12,2019,CARD
2019-12-13,1,13,12,2019,CARD
2019-12-13,586,13,12,2019,CARD
2019-12-13,497,13,12,2019,CARD
2019-12-13,100,13,12,2019,CASH
2019-12-13,195,13,12,2019,CARD
2019-12-13,156,13,12,2019,CARD
2019-12-13,141,13,12,2019,CASH
2019-12-13,170,13,12,2019,CASH
2019-12-13,273,13,12,2019,PREPAID
2019-12-13,70,13,12,2019,CASH
2019-12-13,115,13,12,2019,CASH
2019-12-13,337,13,12,2019,TPA
2019-12-13,567,13,12,2019,CARD
2019-12-13,45,13,12,2019,CASH
2019-12-13,80,13,12,2019,CASH
2019-12-13,1400,13,12,2019,CASH
2019-12-13,1400,13,12,2019,
2019-12-13,1400,13,12,2019,CASH
2019-12-13,500,13,12,2019,CASH
2019-12-13,528,13,12,2019,CASH
2019-12-13,134,13,12,2019,CASH
2019-12-13,280,13,12,2019,CASH
2019-12-13,17,13,12,2019,CASH
2019-12-13,1400,13,12,2019,CASH
2019-12-13,169,13,12,2019,CARD
2019-12-13,418,13,12,2019,TPA
2019-12-13,8,13,12,2019,PREPAID
2019-12-13,57,13,12,2019,PREPAID
2019-12-13,150,13,12,2019,PREPAID
2019-12-13,170,13,12,2019,PREPAID
2019-12-13,212,13,12,2019,TPA
2019-12-13,530,13,12,2019,CASH
2019-12-13,1202,13,12,2019,CARD
2019-12-13,808,13,12,2019,PREPAID
2019-12-13,214,13,12,2019,PREPAID
2019-12-13,82,13,12,2019,CASH
2019-12-13,1196,13,12,2019,PREPAID
2019-12-13,1197,13,12,2019,PREPAID
2019-12-13,1400,13,12,2019,
2019-12-13,680,13,12,2019,CARD
2019-12-13,1400,13,12,2019,CHEQUE
2019-12-13,1710,13,12,2019,TPA
2019-12-13,228,13,12,2019,CASH
2019-12-13,1117,13,12,2019,PREPAID
2019-12-13,600,13,12,2019,CARD
2019-12-13,9,13,12,2019,PREPAID
2019-12-13,1400,13,12,2019,CASH
2019-12-13,7000,13,12,2019,CASH
2019-12-13,235,13,12,2019,PREPAID
2019-12-13,6,13,12,2019,PREPAID
2019-12-13,6,13,12,2019,PREPAID
2019-12-13,6,13,12,2019,PREPAID
2019-12-13,12000,13,12,2019,CASH
2019-12-13,4,13,12,2019,PREPAID
2019-12-13,9,13,12,2019,PREPAID
2019-12-13,9,13,12,2019,PREPAID
2019-12-13,28,13,12,2019,CASH
2019-12-13,1400,13,12,2019,CASH
2019-12-13,173,13,12,2019,PREPAID
2019-12-13,233,13,12,2019,PREPAID
2019-12-13,148,13,12,2019,PREPAID
2019-12-13,6,13,12,2019,PREPAID
2019-12-13,129,13,12,2019,PREPAID
2019-12-13,150,13,12,2019,CASH
2019-12-13,266,13,12,2019,CASH
2019-12-13,31,13,12,2019,CARD
2019-12-13,162,13,12,2019,CASH
2019-12-13,109,13,12,2019,CARD
2019-12-13,1400,13,12,2019,CASH
2019-12-13,350,13,12,2019,CASH
2019-12-13,96,13,12,2019,CASH
2019-12-13,401,13,12,2019,CASH
2019-12-13,517,13,12,2019,CASH
2019-12-13,61,13,12,2019,CARD
2019-12-13,279,13,12,2019,CARD
2019-12-13,109,13,12,2019,CARD
2019-12-13,50,13,12,2019,CASH
2019-12-13,134,13,12,2019,PREPAID
2019-12-13,7,13,12,2019,PREPAID
2019-12-13,160,13,12,2019,
2019-12-13,391,13,12,2019,PREPAID
2019-12-13,615,13,12,2019,CASH
2019-12-13,2710,13,12,2019,RTGS
2019-12-13,1400,13,12,2019,CASH
2019-12-13,138,13,12,2019,CASH
2019-12-13,918,13,12,2019,CASH
2019-12-13,9,13,12,2019,CASH
2019-12-13,9,13,12,2019,CASH
2019-12-13,1603,13,12,2019,CASH
2019-12-13,112,13,12,2019,CASH
2019-12-13,20,13,12,2019,CASH
2019-12-13,452,13,12,2019,CASH
2019-12-13,1400,13,12,2019,
2019-12-13,3748,13,12,2019,CASH
2019-12-13,1400,13,12,2019,CARD
2019-12-13,31,13,12,2019,PREPAID
2019-12-13,6516,13,12,2019,CASH
2019-12-13,5719,13,12,2019,CASH
2019-12-13,1240,13,12,2019,
2019-12-13,148,13,12,2019,CARD
2019-12-13,10000,13,12,2019,CARD
2019-12-13,3110,13,12,2019,CARD
2019-12-13,451,13,12,2019,CARD
2019-12-13,1400,13,12,2019,
2019-12-13,213,13,12,2019,CASH
2019-12-13,3,13,12,2019,CARD
2019-12-13,170,13,12,2019,CASH
2019-12-13,1373,13,12,2019,CASH
2019-12-13,80,13,12,2019,CARD
2019-12-13,150,13,12,2019,CASH
2019-12-13,3204,13,12,2019,CARD
2019-12-13,1400,13,12,2019,
2019-12-13,904,13,12,2019,CASH
2019-12-13,2910,13,12,2019,CASH
2019-12-13,147,13,12,2019,CASH
2019-12-13,12190,13,12,2019,
2019-12-13,720,13,12,2019,PREPAID
2019-12-13,6380,13,12,2019,PREPAID
2019-12-13,430,13,12,2019,CASH
2019-12-13,400,13,12,2019,CASH
2019-12-13,500,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,330,13,12,2019,CASH
2019-12-13,2500,13,12,2019,PREPAID
2019-12-13,250,13,12,2019,CARD
2019-12-13,89,13,12,2019,CASH
2019-12-13,570,13,12,2019,CASH
2019-12-13,1600,13,12,2019,
2019-12-13,470,13,12,2019,CASH
2019-12-13,330,13,12,2019,CASH
2019-12-13,530,13,12,2019,CASH
2019-12-13,330,13,12,2019,CASH
2019-12-13,330,13,12,2019,CASH
2019-12-13,100,13,12,2019,CASH
2019-12-13,100,13,12,2019,CASH
2019-12-13,180,13,12,2019,CASH
2019-12-13,100,13,12,2019,CASH
2019-12-13,8480,13,12,2019,CARD
2019-12-13,100,13,12,2019,CASH
2019-12-13,100,13,12,2019,CASH
2019-12-13,1550,13,12,2019,CARD
2019-12-13,400,13,12,2019,CASH
2019-12-13,500,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,31,13,12,2019,CASH
2019-12-13,530,13,12,2019,
2019-12-13,245,13,12,2019,CASH
2019-12-13,73,13,12,2019,CARD
2019-12-13,331,13,12,2019,CARD
2019-12-13,467,13,12,2019,CARD
2019-12-13,19,13,12,2019,CASH
2019-12-13,494,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,71,13,12,2019,CASH
2019-12-13,1270,13,12,2019,CASH
2019-12-13,530,13,12,2019,CARD
2019-12-13,430,13,12,2019,CASH
2019-12-13,800,13,12,2019,PREPAID
2019-12-13,430,13,12,2019,CASH
2019-12-13,830,13,12,2019,CARD
2019-12-13,349,13,12,2019,CASH
2019-12-13,330,13,12,2019,CASH
2019-12-13,330,13,12,2019,CASH
2019-12-13,430,13,12,2019,CARD
2019-12-13,206,13,12,2019,CARD
2019-12-13,800,13,12,2019,PREPAID
2019-12-13,1200,13,12,2019,CARD
2019-12-13,1400,13,12,2019,
2019-12-13,2500,13,12,2019,TPA
2019-12-13,230,13,12,2019,CASH
2019-12-13,1790,13,12,2019,RTGS
2019-12-13,1640,13,12,2019,PREPAID
2019-12-13,1480,13,12,2019,PREPAID
2019-12-13,230,13,12,2019,CASH
2019-12-13,430,13,12,2019,CARD
2019-12-13,600,13,12,2019,CASH
2019-12-13,600,13,12,2019,CARD
2019-12-13,100,13,12,2019,CASH
2019-12-13,1250,13,12,2019,PREPAID
2019-12-13,1120,13,12,2019,CARD
2019-12-13,800,13,12,2019,PREPAID
2019-12-13,1200,13,12,2019,CARD
2019-12-13,2700,13,12,2019,PREPAID
2019-12-13,1000,13,12,2019,TPA
2019-12-13,10000,13,12,2019,PREPAID
2019-12-13,120,13,12,2019,CARD
2019-12-13,680,13,12,2019,PREPAID
2019-12-13,800,13,12,2019,PREPAID
2019-12-13,430,13,12,2019,CASH
2019-12-13,1000,13,12,2019,CARD
2019-12-13,830,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,500,13,12,2019,CASH
2019-12-13,150,13,12,2019,PREPAID
2019-12-13,150,13,12,2019,CARD
2019-12-13,1000,13,12,2019,PREPAID
2019-12-13,570,13,12,2019,CASH
2019-12-13,230,13,12,2019,CASH
2019-12-13,300,13,12,2019,CASH
2019-12-13,100,13,12,2019,CASH
2019-12-13,1820,13,12,2019,CARD
2019-12-13,2970,13,12,2019,PREPAID
2019-12-13,800,13,12,2019,PREPAID
2019-12-13,210,13,12,2019,CARD
2019-12-13,400,13,12,2019,CASH
2019-12-13,150,13,12,2019,CASH
2019-12-13,100,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,120,13,12,2019,CARD
2019-12-13,3620,13,12,2019,TPA
2019-12-13,470,13,12,2019,TPA
2019-12-13,430,13,12,2019,CARD
2019-12-13,100,13,12,2019,CASH
2019-12-13,430,13,12,2019,CARD
2019-12-13,100,13,12,2019,CARD
2019-12-13,200,13,12,2019,CARD
2019-12-13,600,13,12,2019,TPA
2019-12-13,660,13,12,2019,PREPAID
2019-12-13,430,13,12,2019,CARD
2019-12-13,430,13,12,2019,CARD
2019-12-13,600,13,12,2019,CARD
2019-12-13,800,13,12,2019,CARD
2019-12-13,430,13,12,2019,CARD
2019-12-13,1370,13,12,2019,TPA
2019-12-13,182,13,12,2019,CASH
2019-12-13,830,13,12,2019,CASH
2019-12-13,9,13,12,2019,TPA
2019-12-13,289,13,12,2019,CASH
2019-12-13,306,13,12,2019,TPA
2019-12-13,7720,13,12,2019,PREPAID
2019-12-13,2960,13,12,2019,PREPAID
2019-12-13,1428,13,12,2019,RTGS
2019-12-13,675,13,12,2019,RTGS
2019-12-13,364,13,12,2019,RTGS
2019-12-13,20,13,12,2019,CASH
2019-12-13,40,13,12,2019,CASH
2019-12-13,67,13,12,2019,TPA
2019-12-13,77,13,12,2019,TPA
2019-12-13,330,13,12,2019,TPA
2019-12-13,302,13,12,2019,TPA
2019-12-13,175,13,12,2019,CARD
2019-12-13,60,13,12,2019,CARD
2019-12-13,425,13,12,2019,CARD
2019-12-13,124,13,12,2019,TPA
2019-12-13,61,13,12,2019,PREPAID
2019-12-13,112,13,12,2019,PREPAID
2019-12-13,875,13,12,2019,TPA
2019-12-13,130,13,12,2019,CASH
2019-12-13,3740,13,12,2019,TPA
2019-12-13,430,13,12,2019,CASH
2019-12-13,430,13,12,2019,CARD
2019-12-13,330,13,12,2019,CARD
2019-12-13,330,13,12,2019,CARD
2019-12-13,129,13,12,2019,CASH
2019-12-13,15,13,12,2019,CASH
2019-12-13,729,13,12,2019,CARD
2019-12-13,230,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,430,13,12,2019,CASH
2019-12-13,91,13,12,2019,CASH
2019-12-13,7,13,12,2019,TPA
2019-12-13,1732,13,12,2019,TPA
2019-12-13,300,13,12,2019,CARD
2019-12-13,15915,13,12,2019,CASH
2019-12-13,292160,13,12,2019,CARD
2019-12-13,56740,13,12,2019,TPA
2019-12-13,90189,13,12,2019,CASH
2019-12-13,24394,13,12,2019,PREPAID
2019-12-13,48,13,12,2019,TPA
2019-12-13,13020,13,12,2019,CARD
2019-12-13,60675,13,12,2019,CASH
2019-12-13,1100,13,12,2019,CARD
2019-12-13,320,13,12,2019,CASH
2019-12-13,31,13,12,2019,TPA
2019-12-13,183,13,12,2019,CASH
2019-12-13,2,13,12,2019,CARD
2019-12-13,48,13,12,2019,TPA
2019-12-13,765,13,12,2019,TPA
2019-12-13,658,13,12,2019,TPA
2019-12-13,528,13,12,2019,CASH
2019-12-13,610,13,12,2019,CARD
2019-12-13,403,13,12,2019,CARD
2019-12-13,106,13,12,2019,CASH
2019-12-13,400,13,12,2019,CARD
2019-12-13,82,13,12,2019,CASH
2019-12-13,80,13,12,2019,CASH
2019-12-13,150,13,12,2019,CASH
2019-12-12,13,12,12,2019,TPA
2019-12-12,140,12,12,2019,CARD
2019-12-12,168,12,12,2019,CARD
2019-12-12,31,12,12,2019,CARD
2019-12-12,370,12,12,2019,CARD
2019-12-12,336,12,12,2019,CARD
2019-12-12,100,12,12,2019,CARD
2019-12-12,1400,12,12,2019,
2019-12-12,31,12,12,2019,TPA
2019-12-12,6,12,12,2019,TPA
2019-12-12,757,12,12,2019,CARD
2019-12-12,189,12,12,2019,CASH
2019-12-12,443,12,12,2019,CARD
2019-12-12,30,12,12,2019,TPA
2019-12-12,287,12,12,2019,CASH
2019-12-12,1400,12,12,2019,CASH
2019-12-12,1400,12,12,2019,
2019-12-12,10,12,12,2019,CASH
2019-12-12,8,12,12,2019,TPA
2019-12-12,16,12,12,2019,CARD
2019-12-12,1400,12,12,2019,
2019-12-12,400,12,12,2019,CARD
2019-12-12,15,12,12,2019,CARD
2019-12-12,49,12,12,2019,CASH
2019-12-12,285,12,12,2019,PREPAID
2019-12-12,193,12,12,2019,CARD
2019-12-12,38,12,12,2019,TPA
2019-12-12,62,12,12,2019,CASH
2019-12-12,1400,12,12,2019,TPA
2019-12-12,125,12,12,2019,TPA
2019-12-12,31,12,12,2019,CARD
2019-12-12,500,12,12,2019,CARD
2019-12-12,31,12,12,2019,CARD
2019-12-12,7,12,12,2019,TPA
2019-12-12,6,12,12,2019,CARD
2019-12-12,109,12,12,2019,CARD
2019-12-12,1383,12,12,2019,CARD
2019-12-12,800,12,12,2019,CARD
2019-12-12,14,12,12,2019,TPA
2019-12-12,20,12,12,2019,TPA
2019-12-12,60,12,12,2019,CARD
2019-12-12,193,12,12,2019,CARD
2019-12-12,50,12,12,2019,TPA
2019-12-12,81,12,12,2019,CARD
2019-12-12,31,12,12,2019,CARD
2019-12-12,4,12,12,2019,CARD
2019-12-12,35,12,12,2019,CASH
2019-12-12,47,12,12,2019,CARD
2019-12-12,1400,12,12,2019,CARD
2019-12-12,6,12,12,2019,CARD
2019-12-12,231,12,12,2019,PREPAID
2019-12-12,430,12,12,2019,PREPAID
2019-12-12,125,12,12,2019,PREPAID
2019-12-12,350,12,12,2019,CASH
2019-12-12,729,12,12,2019,CARD
2019-12-12,6,12,12,2019,CASH
2019-12-12,1400,12,12,2019,
2019-12-12,200,12,12,2019,PREPAID
2019-12-12,661,12,12,2019,PREPAID
2019-12-12,168,12,12,2019,CARD
2019-12-12,50,12,12,2019,CASH
2019-12-12,113,12,12,2019,CASH
2019-12-12,122,12,12,2019,CARD
2019-12-12,6,12,12,2019,CARD
2019-12-12,11,12,12,2019,TPA
2019-12-12,568,12,12,2019,CASH
2019-12-12,1198,12,12,2019,PREPAID
2019-12-12,60,12,12,2019,CASH
2019-12-12,6,12,12,2019,PREPAID
2019-12-12,937,12,12,2019,PREPAID
2019-12-12,255,12,12,2019,PREPAID
2019-12-12,401,12,12,2019,CARD
2019-12-12,67,12,12,2019,PREPAID
2019-12-12,2650,12,12,2019,CARD
2019-12-12,238,12,12,2019,CASH
2019-12-12,102,12,12,2019,
2019-12-12,9000,12,12,2019,CASH
2019-12-12,1400,12,12,2019,CASH
2019-12-12,1400,12,12,2019,CARD
2019-12-12,7,12,12,2019,CARD
2019-12-12,419,12,12,2019,CARD
2019-12-12,500,12,12,2019,CASH
2019-12-12,17,12,12,2019,PREPAID
2019-12-12,1506,12,12,2019,PREPAID
2019-12-12,10,12,12,2019,CASH
2019-12-12,400,12,12,2019,CASH
2019-12-12,2650,12,12,2019,CASH
2019-12-12,1400,12,12,2019,CARD
2019-12-12,1400,12,12,2019,CASH
2019-12-12,431,12,12,2019,CARD
2019-12-12,60,12,12,2019,CARD
2019-12-12,9500,12,12,2019,CARD
2019-12-12,19,12,12,2019,PREPAID
2019-12-12,102,12,12,2019,CARD
2019-12-12,100,12,12,2019,CASH
2019-12-12,297,12,12,2019,CASH
2019-12-12,800,12,12,2019,CARD
2019-12-12,990,12,12,2019,PREPAID
2019-12-12,102,12,12,2019,CARD
2019-12-12,481,12,12,2019,CASH
